契約番号	取引先番号	契約年月日	請求番号	請求金額	手数料額
CTR-41698-A2-00908	CUS00908	2014-02-28	IVC-41698-A2-00908	1150000	60000
CTR-41698-A2-00952	CUS00952	2014-02-28	IVC-41698-A2-00952	2210000	110000
CTR-41698-A2-01039	CUS01039	2014-02-28	IVC-41698-A2-01039	2510000	120000
CTR-41698-A2-01065	CUS01065	2014-02-28	IVC-41698-A2-01065	490000	30000
CTR-41698-A2-01134	CUS01134	2014-02-28	IVC-41698-A2-01134	4040000	200000
CTR-41698-A2-01151	CUS01151	2014-02-28	IVC-41698-A2-01151	1040000	50000
CTR-41698-A3-00017	CUS00017	2014-02-28	IVC-41698-A3-00017	490000	30000
CTR-41698-A3-00033	CUS00033	2014-02-28	IVC-41698-A3-00033	2030000	100000
CTR-41698-A3-00054	CUS00054	2014-02-28	IVC-41698-A3-00054	690000	40000
CTR-41698-A3-00055	CUS00055	2014-02-28	IVC-41698-A3-00055	180000	10000
CTR-41698-A3-00083	CUS00083	2014-02-28	IVC-41698-A3-00083	1150000	60000
CTR-41698-A3-00127	CUS00127	2014-02-28	IVC-41698-A3-00127	2210000	110000
CTR-41698-A3-00135	CUS00135	2014-02-28	IVC-41698-A3-00135	690000	40000
CTR-41698-A3-00191	CUS00191	2014-02-28	IVC-41698-A3-00191	690000	40000
CTR-41698-A3-00225	CUS00225	2014-02-28	IVC-41698-A3-00225	180000	10000
CTR-41698-A3-00469	CUS00469	2014-02-28	IVC-41698-A3-00469	180000	10000
CTR-41698-A3-00548	CUS00548	2014-02-28	IVC-41698-A3-00548	3400000	170000
CTR-41698-A3-00552	CUS00552	2014-02-28	IVC-41698-A3-00552	1350000	70000
CTR-41698-A3-00617	CUS00617	2014-02-28	IVC-41698-A3-00617	2310000	110000
CTR-41698-A3-00627	CUS00627	2014-02-28	IVC-41698-A3-00627	180000	10000
CTR-41698-A3-00647	CUS00647	2014-02-28	IVC-41698-A3-00647	490000	30000
CTR-41698-A3-00681	CUS00681	2014-02-28	IVC-41698-A3-00681	1850000	90000
CTR-41698-A3-00718	CUS00718	2014-02-28	IVC-41698-A3-00718	1040000	50000
CTR-41698-A3-00755	CUS00755	2014-02-28	IVC-41698-A3-00755	490000	30000
CTR-41698-A3-00763	CUS00763	2014-02-28	IVC-41698-A3-00763	870000	50000
CTR-41698-A3-00766	CUS00766	2014-02-28	IVC-41698-A3-00766	690000	40000
CTR-41698-A3-00863	CUS00863	2014-02-28	IVC-41698-A3-00863	490000	30000
CTR-41698-A3-00870	CUS00870	2014-02-28	IVC-41698-A3-00870	2340000	120000
CTR-41698-A3-00878	CUS00878	2014-02-28	IVC-41698-A3-00878	2540000	130000
CTR-41698-A3-00940	CUS00940	2014-02-28	IVC-41698-A3-00940	2410000	120000
CTR-41698-A3-01002	CUS01002	2014-02-28	IVC-41698-A3-01002	180000	10000
CTR-41698-A3-01073	CUS01073	2014-02-28	IVC-41698-A3-01073	2890000	140000
CTR-41698-A3-01132	CUS01132	2014-02-28	IVC-41698-A3-01132	870000	50000
CTR-41698-A3-01133	CUS01133	2014-02-28	IVC-41698-A3-01133	2030000	100000
CTR-41698-A3-01134	CUS01134	2014-02-28	IVC-41698-A3-01134	1550000	80000
CTR-41698-A4-00017	CUS00017	2014-02-28	IVC-41698-A4-00017	1850000	90000
CTR-41698-A4-00033	CUS00033	2014-02-28	IVC-41698-A4-00033	180000	10000
CTR-41698-A4-00295	CUS00295	2014-02-28	IVC-41698-A4-00295	1370000	70000
CTR-41698-A4-00301	CUS00301	2014-02-28	IVC-41698-A4-00301	180000	10000
CTR-41698-A4-00311	CUS00311	2014-02-28	IVC-41698-A4-00311	1370000	70000
CTR-41698-A4-00327	CUS00327	2014-02-28	IVC-41698-A4-00327	690000	40000
CTR-41698-A4-00342	CUS00342	2014-02-28	IVC-41698-A4-00342	690000	40000
CTR-41698-A4-00357	CUS00357	2014-02-28	IVC-41698-A4-00357	1630000	80000
CTR-41698-A4-00549	CUS00549	2014-02-28	IVC-41698-A4-00549	490000	30000
CTR-41698-A4-00575	CUS00575	2014-02-28	IVC-41698-A4-00575	1150000	60000
CTR-41698-A4-00611	CUS00611	2014-02-28	IVC-41698-A4-00611	1830000	90000
CTR-41698-A4-00700	CUS00700	2014-02-28	IVC-41698-A4-00700	970000	50000
CTR-41698-A4-00718	CUS00718	2014-02-28	IVC-41698-A4-00718	2010000	100000
CTR-41698-A4-00766	CUS00766	2014-02-28	IVC-41698-A4-00766	180000	10000
CTR-41698-A4-00902	CUS00902	2014-02-28	IVC-41698-A4-00902	490000	30000
CTR-41698-A4-00950	CUS00950	2014-02-28	IVC-41698-A4-00950	4550000	220000
CTR-41698-A4-01042	CUS01042	2014-02-28	IVC-41698-A4-01042	3860000	190000
CTR-41698-A4-01106	CUS01106	2014-02-28	IVC-41698-A4-01106	180000	10000
CTR-41698-A4-01150	CUS01150	2014-02-28	IVC-41698-A4-01150	1170000	60000
CTR-41698-A5-00003	CUS00003	2014-02-28	IVC-41698-A5-00003	490000	30000
CTR-41698-A5-00122	CUS00122	2014-02-28	IVC-41698-A5-00122	5020000	240000
CTR-41698-A5-00143	CUS00143	2014-02-28	IVC-41698-A5-00143	2570000	130000
CTR-41698-A5-00145	CUS00145	2014-02-28	IVC-41698-A5-00145	180000	10000
CTR-41698-A5-00186	CUS00186	2014-02-28	IVC-41698-A5-00186	1650000	80000
CTR-41698-A5-00262	CUS00262	2014-02-28	IVC-41698-A5-00262	360000	20000
CTR-41698-A5-00358	CUS00358	2014-02-28	IVC-41698-A5-00358	2670000	130000
CTR-41698-A5-00422	CUS00422	2014-02-28	IVC-41698-A5-00422	2030000	100000
CTR-41698-A5-00431	CUS00431	2014-02-28	IVC-41698-A5-00431	1530000	80000
CTR-41698-A5-00442	CUS00442	2014-02-28	IVC-41698-A5-00442	670000	40000
CTR-41698-A5-00561	CUS00561	2014-02-28	IVC-41698-A5-00561	490000	30000
CTR-41698-A5-00564	CUS00564	2014-02-28	IVC-41698-A5-00564	4450000	220000
CTR-41698-A5-00575	CUS00575	2014-02-28	IVC-41698-A5-00575	670000	40000
CTR-41698-A5-00585	CUS00585	2014-02-28	IVC-41698-A5-00585	840000	40000
CTR-41698-A5-00735	CUS00735	2014-02-28	IVC-41698-A5-00735	690000	40000
CTR-41698-A5-00790	CUS00790	2014-02-28	IVC-41698-A5-00790	2670000	130000
CTR-41698-A5-00868	CUS00868	2014-02-28	IVC-41698-A5-00868	490000	30000
CTR-41698-A5-00874	CUS00874	2014-02-28	IVC-41698-A5-00874	1170000	60000
CTR-41698-A5-00879	CUS00879	2014-02-28	IVC-41698-A5-00879	2030000	100000
CTR-41698-A5-00935	CUS00935	2014-02-28	IVC-41698-A5-00935	670000	40000
CTR-41698-A5-00962	CUS00962	2014-02-28	IVC-41698-A5-00962	490000	30000
CTR-41698-A5-01060	CUS01060	2014-02-28	IVC-41698-A5-01060	1650000	80000
CTR-41698-A6-00127	CUS00127	2014-02-28	IVC-41698-A6-00127	3400000	170000
CTR-41698-A6-00148	CUS00148	2014-02-28	IVC-41698-A6-00148	670000	40000
CTR-41698-A6-00295	CUS00295	2014-02-28	IVC-41698-A6-00295	1040000	50000
CTR-41698-A6-00470	CUS00470	2014-02-28	IVC-41698-A6-00470	180000	10000
CTR-41698-A6-00537	CUS00537	2014-02-28	IVC-41698-A6-00537	6060000	290000
CTR-41698-A6-00555	CUS00555	2014-02-28	IVC-41698-A6-00555	1630000	80000
CTR-41698-A6-00576	CUS00576	2014-02-28	IVC-41698-A6-00576	1170000	60000
CTR-41698-A6-00586	CUS00586	2014-02-28	IVC-41698-A6-00586	670000	40000
CTR-41698-A6-00592	CUS00592	2014-02-28	IVC-41698-A6-00592	670000	40000
CTR-41698-A6-00684	CUS00684	2014-02-28	IVC-41698-A6-00684	180000	10000
CTR-41698-A6-00700	CUS00700	2014-02-28	IVC-41698-A6-00700	540000	30000
CTR-41698-A6-00744	CUS00744	2014-02-28	IVC-41698-A6-00744	870000	50000
CTR-41698-A6-00997	CUS00997	2014-02-28	IVC-41698-A6-00997	670000	40000
CTR-41698-A6-01002	CUS01002	2014-02-28	IVC-41698-A6-01002	970000	50000
CTR-41698-A7-00132	CUS00132	2014-02-28	IVC-41698-A7-00132	1370000	70000
CTR-41698-A7-00154	CUS00154	2014-02-28	IVC-41698-A7-00154	8020000	390000
CTR-41698-A7-00256	CUS00256	2014-02-28	IVC-41698-A7-00256	180000	10000
CTR-41698-A7-00397	CUS00397	2014-02-28	IVC-41698-A7-00397	360000	20000
CTR-41698-A7-00410	CUS00410	2014-02-28	IVC-41698-A7-00410	2370000	120000
CTR-41698-A7-00413	CUS00413	2014-02-28	IVC-41698-A7-00413	1550000	80000
CTR-41698-A7-00499	CUS00499	2014-02-28	IVC-41698-A7-00499	490000	30000
CTR-41698-A7-00512	CUS00512	2014-02-28	IVC-41698-A7-00512	2980000	150000
CTR-41698-A7-00548	CUS00548	2014-02-28	IVC-41698-A7-00548	3270000	160000
CTR-41698-A7-00604	CUS00604	2014-02-28	IVC-41698-A7-00604	490000	30000
CTR-41698-A7-00853	CUS00853	2014-02-28	IVC-41698-A7-00853	1350000	70000
CTR-41698-A7-00903	CUS00903	2014-02-28	IVC-41698-A7-00903	2690000	130000
CTR-41698-A7-00970	CUS00970	2014-02-28	IVC-41698-A7-00970	1710000	90000
CTR-41698-A7-01151	CUS01151	2014-02-28	IVC-41698-A7-01151	690000	40000
CTR-41698-A8-00006	CUS00006	2014-02-28	IVC-41698-A8-00006	490000	30000
CTR-41698-A8-00470	CUS00470	2014-02-28	IVC-41698-A8-00470	540000	30000
CTR-41698-A8-00538	CUS00538	2014-02-28	IVC-41698-A8-00538	1530000	80000
CTR-41698-A8-00547	CUS00547	2014-02-28	IVC-41698-A8-00547	840000	40000
CTR-41698-A8-00647	CUS00647	2014-02-28	IVC-41698-A8-00647	690000	40000
CTR-41698-A8-00755	CUS00755	2014-02-28	IVC-41698-A8-00755	690000	40000
CTR-41698-A8-00844	CUS00844	2014-02-28	IVC-41698-A8-00844	1350000	70000
CTR-41698-A8-00850	CUS00850	2014-02-28	IVC-41698-A8-00850	1330000	70000
CTR-41698-A8-00919	CUS00919	2014-02-28	IVC-41698-A8-00919	2030000	100000
CTR-41698-A9-00195	CUS00195	2014-02-28	IVC-41698-A9-00195	180000	10000
CTR-41698-A9-00286	CUS00286	2014-02-28	IVC-41698-A9-00286	840000	40000
CTR-41698-A9-00301	CUS00301	2014-02-28	IVC-41698-A9-00301	2140000	110000
CTR-41698-A9-00480	CUS00480	2014-02-28	IVC-41698-A9-00480	1170000	60000
CTR-41698-A9-00677	CUS00677	2014-02-28	IVC-41698-A9-00677	690000	40000
CTR-41698-A9-00997	CUS00997	2014-02-28	IVC-41698-A9-00997	1220000	60000
CTR-41698-A9-01115	CUS01115	2014-02-28	IVC-41698-A9-01115	1850000	90000
CTR-41698-M1-00109	CUS00109	2014-02-28	IVC-41698-M1-00109	17930000	860000
CTR-41698-M1-00136	CUS00136	2014-02-28	IVC-41698-M1-00136	5750000	280000
CTR-41698-M1-00617	CUS00617	2014-02-28	IVC-41698-M1-00617	15540000	740000
CTR-41698-M1-00783	CUS00783	2014-02-28	IVC-41698-M1-00783	9800000	470000
CTR-41698-M1-01015	CUS01015	2014-02-28	IVC-41698-M1-01015	9800000	470000
CTR-41698-M1-01080	CUS01080	2014-02-28	IVC-41698-M1-01080	9800000	470000
CTR-41698-M1-01085	CUS01085	2014-02-28	IVC-41698-M1-01085	9310000	450000
CTR-41698-M1-01150	CUS01150	2014-02-28	IVC-41698-M1-01150	5750000	280000
CTR-41698-R1-00063	CUS00063	2014-02-28	IVC-41698-R1-00063	6700000	320000
CTR-41698-R1-00109	CUS00109	2014-02-28	IVC-41698-R1-00109	10260000	490000
CTR-41698-R1-00135	CUS00135	2014-02-28	IVC-41698-R1-00135	8460000	410000
CTR-41698-R1-00136	CUS00136	2014-02-28	IVC-41698-R1-00136	16670000	800000
CTR-41698-R1-00137	CUS00137	2014-02-28	IVC-41698-R1-00137	4190000	200000
CTR-41698-R1-00255	CUS00255	2014-02-28	IVC-41698-R1-00255	9740000	470000
CTR-41698-R1-00262	CUS00262	2014-02-28	IVC-41698-R1-00262	8260000	400000
CTR-41698-R1-00281	CUS00281	2014-02-28	IVC-41698-R1-00281	3040000	150000
CTR-41698-R1-00617	CUS00617	2014-02-28	IVC-41698-R1-00617	5710000	280000
CTR-41698-R1-00630	CUS00630	2014-02-28	IVC-41698-R1-00630	12940000	620000
CTR-41698-R1-00766	CUS00766	2014-02-28	IVC-41698-R1-00766	3210000	160000
CTR-41698-R1-00868	CUS00868	2014-02-28	IVC-41698-R1-00868	6510000	310000
CTR-41698-R1-00903	CUS00903	2014-02-28	IVC-41698-R1-00903	1520000	80000
CTR-41698-R1-01015	CUS01015	2014-02-28	IVC-41698-R1-01015	12420000	600000
CTR-41698-R1-01080	CUS01080	2014-02-28	IVC-41698-R1-01080	12530000	600000
CTR-41698-R1-01085	CUS01085	2014-02-28	IVC-41698-R1-01085	8270000	400000
CTR-41698-R1-01089	CUS01089	2014-02-28	IVC-41698-R1-01089	3040000	150000
CTR-41698-R2-00024	CUS00024	2014-02-28	IVC-41698-R2-00024	8460000	410000
CTR-41698-R2-00083	CUS00083	2014-02-28	IVC-41698-R2-00083	3040000	150000
CTR-41698-R2-00108	CUS00108	2014-02-28	IVC-41698-R2-00108	8260000	400000
CTR-41698-R2-00256	CUS00256	2014-02-28	IVC-41698-R2-00256	6360000	310000
CTR-41698-R2-00279	CUS00279	2014-02-28	IVC-41698-R2-00279	6050000	290000
CTR-41698-R2-00422	CUS00422	2014-02-28	IVC-41698-R2-00422	17190000	820000
CTR-41698-R2-00779	CUS00779	2014-02-28	IVC-41698-R2-00779	4550000	220000
CTR-41698-R2-00822	CUS00822	2014-02-28	IVC-41698-R2-00822	8740000	420000
CTR-41698-R2-00901	CUS00901	2014-02-28	IVC-41698-R2-00901	6700000	320000
CTR-41698-R2-00940	CUS00940	2014-02-28	IVC-41698-R2-00940	3040000	150000
CTR-41698-R2-00970	CUS00970	2014-02-28	IVC-41698-R2-00970	4040000	200000
CTR-41698-R2-01148	CUS01148	2014-02-28	IVC-41698-R2-01148	4040000	200000
CTR-41698-R3-00212	CUS00212	2014-02-28	IVC-41698-R3-00212	6700000	320000
CTR-41698-R3-00275	CUS00275	2014-02-28	IVC-41698-R3-00275	6510000	310000
CTR-41698-R3-00357	CUS00357	2014-02-28	IVC-41698-R3-00357	1520000	80000
CTR-41698-R3-00512	CUS00512	2014-02-28	IVC-41698-R3-00512	3420000	170000
CTR-41698-R3-01097	CUS01097	2014-02-28	IVC-41698-R3-01097	4080000	200000
CTR-41698-R4-00137	CUS00137	2014-02-28	IVC-41698-R4-00137	6700000	320000
CTR-41698-R4-00375	CUS00375	2014-02-28	IVC-41698-R4-00375	7280000	350000
CTR-41698-R4-00482	CUS00482	2014-02-28	IVC-41698-R4-00482	8260000	400000
CTR-41698-R4-00718	CUS00718	2014-02-28	IVC-41698-R4-00718	3030000	150000
CTR-41698-R5-00952	CUS00952	2014-02-28	IVC-41698-R5-00952	2780000	140000
CTR-41698-R5-01151	CUS01151	2014-02-28	IVC-41698-R5-01151	1520000	80000
CTR-41698-R6-00152	CUS00152	2014-02-28	IVC-41698-R6-00152	8260000	400000
CTR-41729-A10-00141	CUS00141	2014-03-31	IVC-41729-A10-00141	1350000	70000
CTR-41729-A10-00549	CUS00549	2014-03-31	IVC-41729-A10-00549	870000	50000
CTR-41729-A10-00630	CUS00630	2014-03-31	IVC-41729-A10-00630	1170000	60000
CTR-41729-A10-00657	CUS00657	2014-03-31	IVC-41729-A10-00657	490000	30000
CTR-41729-A10-00718	CUS00718	2014-03-31	IVC-41729-A10-00718	2510000	120000
CTR-41729-A10-00792	CUS00792	2014-03-31	IVC-41729-A10-00792	1830000	90000
CTR-41729-A10-01085	CUS01085	2014-03-31	IVC-41729-A10-01085	2030000	100000
CTR-41729-A1-00162	CUS00162	2014-03-31	IVC-41729-A1-00162	360000	20000
CTR-41729-A1-00186	CUS00186	2014-03-31	IVC-41729-A1-00186	670000	40000
CTR-41729-A1-00225	CUS00225	2014-03-31	IVC-41729-A1-00225	3400000	170000
CTR-41729-A1-00245	CUS00245	2014-03-31	IVC-41729-A1-00245	1170000	60000
CTR-41729-A1-00255	CUS00255	2014-03-31	IVC-41729-A1-00255	1650000	80000
CTR-41729-A1-00286	CUS00286	2014-03-31	IVC-41729-A1-00286	1940000	100000
CTR-41729-A1-00353	CUS00353	2014-03-31	IVC-41729-A1-00353	2490000	120000
CTR-41729-A1-00455	CUS00455	2014-03-31	IVC-41729-A1-00455	970000	50000
CTR-41729-A1-00489	CUS00489	2014-03-31	IVC-41729-A1-00489	4080000	200000
CTR-41729-A1-00535	CUS00535	2014-03-31	IVC-41729-A1-00535	670000	40000
CTR-41729-A1-00551	CUS00551	2014-03-31	IVC-41729-A1-00551	970000	50000
CTR-41729-A1-00619	CUS00619	2014-03-31	IVC-41729-A1-00619	690000	40000
CTR-41729-A1-00863	CUS00863	2014-03-31	IVC-41729-A1-00863	180000	10000
CTR-41729-A1-00875	CUS00875	2014-03-31	IVC-41729-A1-00875	970000	50000
CTR-41729-A1-00901	CUS00901	2014-03-31	IVC-41729-A1-00901	490000	30000
CTR-41729-A1-00908	CUS00908	2014-03-31	IVC-41729-A1-00908	1150000	60000
CTR-41729-A1-00920	CUS00920	2014-03-31	IVC-41729-A1-00920	1830000	90000
CTR-41729-A1-00952	CUS00952	2014-03-31	IVC-41729-A1-00952	490000	30000
CTR-41729-A1-00970	CUS00970	2014-03-31	IVC-41729-A1-00970	670000	40000
CTR-41729-A1-00979	CUS00979	2014-03-31	IVC-41729-A1-00979	4040000	200000
CTR-41729-A1-01006	CUS01006	2014-03-31	IVC-41729-A1-01006	690000	40000
CTR-41729-A11-00195	CUS00195	2014-03-31	IVC-41729-A11-00195	1350000	70000
CTR-41729-A11-00199	CUS00199	2014-03-31	IVC-41729-A11-00199	1830000	90000
CTR-41729-A11-00301	CUS00301	2014-03-31	IVC-41729-A11-00301	2210000	110000
CTR-41729-A11-00592	CUS00592	2014-03-31	IVC-41729-A11-00592	2050000	100000
CTR-41729-A11-00647	CUS00647	2014-03-31	IVC-41729-A11-00647	490000	30000
CTR-41729-A11-00871	CUS00871	2014-03-31	IVC-41729-A11-00871	1450000	70000
CTR-41729-A11-01060	CUS01060	2014-03-31	IVC-41729-A11-01060	870000	50000
CTR-41729-A11-01080	CUS01080	2014-03-31	IVC-41729-A11-01080	970000	50000
CTR-41729-A12-00745	CUS00745	2014-03-31	IVC-41729-A12-00745	1170000	60000
CTR-41729-A12-00840	CUS00840	2014-03-31	IVC-41729-A12-00840	1170000	60000
CTR-41729-A13-00136	CUS00136	2014-03-31	IVC-41729-A13-00136	690000	40000
CTR-41729-A13-00657	CUS00657	2014-03-31	IVC-41729-A13-00657	690000	40000
CTR-41729-A13-00684	CUS00684	2014-03-31	IVC-41729-A13-00684	2670000	130000
CTR-41729-A14-00792	CUS00792	2014-03-31	IVC-41729-A14-00792	670000	40000
CTR-41729-A15-00482	CUS00482	2014-03-31	IVC-41729-A15-00482	490000	30000
CTR-41729-A15-00902	CUS00902	2014-03-31	IVC-41729-A15-00902	490000	30000
CTR-41729-A17-00780	CUS00780	2014-03-31	IVC-41729-A17-00780	870000	50000
CTR-41729-A17-01080	CUS01080	2014-03-31	IVC-41729-A17-01080	490000	30000
CTR-41729-A2-00002	CUS00002	2014-03-31	IVC-41729-A2-00002	2540000	130000
CTR-41729-A2-00063	CUS00063	2014-03-31	IVC-41729-A2-00063	1170000	60000
CTR-41729-A20-01080	CUS01080	2014-03-31	IVC-41729-A20-01080	1170000	60000
CTR-41729-A2-00136	CUS00136	2014-03-31	IVC-41729-A2-00136	840000	40000
CTR-41729-A2-00225	CUS00225	2014-03-31	IVC-41729-A2-00225	870000	50000
CTR-41729-A2-00255	CUS00255	2014-03-31	IVC-41729-A2-00255	360000	20000
CTR-41729-A2-00286	CUS00286	2014-03-31	IVC-41729-A2-00286	1350000	70000
CTR-41729-A2-00295	CUS00295	2014-03-31	IVC-41729-A2-00295	670000	40000
CTR-41729-A2-00301	CUS00301	2014-03-31	IVC-41729-A2-00301	670000	40000
CTR-41729-A2-00330	CUS00330	2014-03-31	IVC-41729-A2-00330	1850000	90000
CTR-41729-A2-00331	CUS00331	2014-03-31	IVC-41729-A2-00331	490000	30000
CTR-41729-A2-00335	CUS00335	2014-03-31	IVC-41729-A2-00335	180000	10000
CTR-41729-A2-00350	CUS00350	2014-03-31	IVC-41729-A2-00350	2410000	120000
CTR-41729-A2-00358	CUS00358	2014-03-31	IVC-41729-A2-00358	2210000	110000
CTR-41729-A2-00375	CUS00375	2014-03-31	IVC-41729-A2-00375	7330000	350000
CTR-41729-A2-00497	CUS00497	2014-03-31	IVC-41729-A2-00497	2910000	140000
CTR-41729-A2-00513	CUS00513	2014-03-31	IVC-41729-A2-00513	670000	40000
CTR-41729-A2-00535	CUS00535	2014-03-31	IVC-41729-A2-00535	670000	40000
CTR-41729-A2-00563	CUS00563	2014-03-31	IVC-41729-A2-00563	2050000	100000
CTR-41729-A2-00575	CUS00575	2014-03-31	IVC-41729-A2-00575	490000	30000
CTR-41729-A2-00608	CUS00608	2014-03-31	IVC-41729-A2-00608	6240000	300000
CTR-41729-A2-00684	CUS00684	2014-03-31	IVC-41729-A2-00684	490000	30000
CTR-41729-A2-00732	CUS00732	2014-03-31	IVC-41729-A2-00732	970000	50000
CTR-41729-A2-00782	CUS00782	2014-03-31	IVC-41729-A2-00782	5100000	250000
CTR-41729-A2-00790	CUS00790	2014-03-31	IVC-41729-A2-00790	690000	40000
CTR-41729-A2-00870	CUS00870	2014-03-31	IVC-41729-A2-00870	1650000	80000
CTR-41729-A2-00883	CUS00883	2014-03-31	IVC-41729-A2-00883	1170000	60000
CTR-41729-A2-00900	CUS00900	2014-03-31	IVC-41729-A2-00900	3930000	190000
CTR-41729-A2-00927	CUS00927	2014-03-31	IVC-41729-A2-00927	180000	10000
CTR-41729-A2-00930	CUS00930	2014-03-31	IVC-41729-A2-00930	360000	20000
CTR-41729-A2-00935	CUS00935	2014-03-31	IVC-41729-A2-00935	180000	10000
CTR-41729-A2-01066	CUS01066	2014-03-31	IVC-41729-A2-01066	2010000	100000
CTR-41729-A2-01097	CUS01097	2014-03-31	IVC-41729-A2-01097	360000	20000
CTR-41729-A2-01133	CUS01133	2014-03-31	IVC-41729-A2-01133	2340000	120000
CTR-41729-A24-01080	CUS01080	2014-03-31	IVC-41729-A24-01080	690000	40000
CTR-41729-A3-00173	CUS00173	2014-03-31	IVC-41729-A3-00173	180000	10000
CTR-41729-A3-00291	CUS00291	2014-03-31	IVC-41729-A3-00291	1850000	90000
CTR-41729-A3-00375	CUS00375	2014-03-31	IVC-41729-A3-00375	3070000	150000
CTR-41729-A3-00376	CUS00376	2014-03-31	IVC-41729-A3-00376	180000	10000
CTR-41729-A3-00479	CUS00479	2014-03-31	IVC-41729-A3-00479	1350000	70000
CTR-41729-A3-00578	CUS00578	2014-03-31	IVC-41729-A3-00578	870000	50000
CTR-41729-A3-00586	CUS00586	2014-03-31	IVC-41729-A3-00586	670000	40000
CTR-41729-A3-00636	CUS00636	2014-03-31	IVC-41729-A3-00636	840000	40000
CTR-41729-A3-00684	CUS00684	2014-03-31	IVC-41729-A3-00684	690000	40000
CTR-41729-A3-00700	CUS00700	2014-03-31	IVC-41729-A3-00700	1330000	70000
CTR-41729-A3-00843	CUS00843	2014-03-31	IVC-41729-A3-00843	1170000	60000
CTR-41729-A3-00911	CUS00911	2014-03-31	IVC-41729-A3-00911	1830000	90000
CTR-41729-A3-00945	CUS00945	2014-03-31	IVC-41729-A3-00945	690000	40000
CTR-41729-A3-00952	CUS00952	2014-03-31	IVC-41729-A3-00952	1630000	80000
CTR-41729-A3-00955	CUS00955	2014-03-31	IVC-41729-A3-00955	2140000	110000
CTR-41729-A3-01006	CUS01006	2014-03-31	IVC-41729-A3-01006	3020000	150000
CTR-41729-A3-01053	CUS01053	2014-03-31	IVC-41729-A3-01053	690000	40000
CTR-41729-A3-01089	CUS01089	2014-03-31	IVC-41729-A3-01089	2340000	120000
CTR-41729-A3-01118	CUS01118	2014-03-31	IVC-41729-A3-01118	2820000	140000
CTR-41729-A4-00148	CUS00148	2014-03-31	IVC-41729-A4-00148	2230000	110000
CTR-41729-A4-00197	CUS00197	2014-03-31	IVC-41729-A4-00197	1550000	80000
CTR-41729-A4-00255	CUS00255	2014-03-31	IVC-41729-A4-00255	1550000	80000
CTR-41729-A4-00427	CUS00427	2014-03-31	IVC-41729-A4-00427	2540000	130000
CTR-41729-A4-00442	CUS00442	2014-03-31	IVC-41729-A4-00442	490000	30000
CTR-41729-A4-00481	CUS00481	2014-03-31	IVC-41729-A4-00481	870000	50000
CTR-41729-A4-00640	CUS00640	2014-03-31	IVC-41729-A4-00640	670000	40000
CTR-41729-A4-00739	CUS00739	2014-03-31	IVC-41729-A4-00739	690000	40000
CTR-41729-A4-00842	CUS00842	2014-03-31	IVC-41729-A4-00842	1170000	60000
CTR-41729-A4-00874	CUS00874	2014-03-31	IVC-41729-A4-00874	1650000	80000
CTR-41729-A4-00878	CUS00878	2014-03-31	IVC-41729-A4-00878	1170000	60000
CTR-41729-A4-00920	CUS00920	2014-03-31	IVC-41729-A4-00920	4180000	200000
CTR-41729-A4-00990	CUS00990	2014-03-31	IVC-41729-A4-00990	690000	40000
CTR-41729-A4-01053	CUS01053	2014-03-31	IVC-41729-A4-01053	870000	50000
CTR-41729-A4-01060	CUS01060	2014-03-31	IVC-41729-A4-01060	1350000	70000
CTR-41729-A5-00042	CUS00042	2014-03-31	IVC-41729-A5-00042	1370000	70000
CTR-41729-A5-00063	CUS00063	2014-03-31	IVC-41729-A5-00063	1170000	60000
CTR-41729-A5-00195	CUS00195	2014-03-31	IVC-41729-A5-00195	690000	40000
CTR-41729-A5-00327	CUS00327	2014-03-31	IVC-41729-A5-00327	2230000	110000
CTR-41729-A5-00410	CUS00410	2014-03-31	IVC-41729-A5-00410	180000	10000
CTR-41729-A5-00455	CUS00455	2014-03-31	IVC-41729-A5-00455	2030000	100000
CTR-41729-A5-00490	CUS00490	2014-03-31	IVC-41729-A5-00490	1830000	90000
CTR-41729-A5-00657	CUS00657	2014-03-31	IVC-41729-A5-00657	1530000	80000
CTR-41729-A5-00826	CUS00826	2014-03-31	IVC-41729-A5-00826	2690000	130000
CTR-41729-A5-00919	CUS00919	2014-03-31	IVC-41729-A5-00919	970000	50000
CTR-41729-A5-01043	CUS01043	2014-03-31	IVC-41729-A5-01043	2230000	110000
CTR-41729-A6-00020	CUS00020	2014-03-31	IVC-41729-A6-00020	1550000	80000
CTR-41729-A6-00135	CUS00135	2014-03-31	IVC-41729-A6-00135	2510000	120000
CTR-41729-A6-00455	CUS00455	2014-03-31	IVC-41729-A6-00455	1730000	90000
CTR-41729-A6-00490	CUS00490	2014-03-31	IVC-41729-A6-00490	1170000	60000
CTR-41729-A6-00538	CUS00538	2014-03-31	IVC-41729-A6-00538	2030000	100000
CTR-41729-A6-00578	CUS00578	2014-03-31	IVC-41729-A6-00578	1170000	60000
CTR-41729-A6-00593	CUS00593	2014-03-31	IVC-41729-A6-00593	1040000	50000
CTR-41729-A6-00617	CUS00617	2014-03-31	IVC-41729-A6-00617	870000	50000
CTR-41729-A6-00646	CUS00646	2014-03-31	IVC-41729-A6-00646	1650000	80000
CTR-41729-A6-00657	CUS00657	2014-03-31	IVC-41729-A6-00657	2010000	100000
CTR-41729-A6-00729	CUS00729	2014-03-31	IVC-41729-A6-00729	490000	30000
